REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Texas,2011,50,X,2.08667,X,X,X,X,X,X,781,66,37428
States,New York City,2011,50,X,2.52157,X,X,X,X,X,X,2592,94,102793
States,California,2011,51,X,3.60781,X,X,X,X,X,X,843,121,23366
States,District of Columbia,2011,51,X,4.07767,X,X,X,X,X,X,63,2,1545
States,Florida,2011,51,X,X,X,X,X,X,X,X,X,X,X
States,New York,2011,51,X,0.491337,X,X,X,X,X,X,57,102,11601
States,Texas,2011,51,X,2.27904,X,X,X,X,X,X,779,63,34181
States,New York City,2011,51,X,2.76592,X,X,X,X,X,X,2690,94,97255
States,California,2011,52,X,4.3531,X,X,X,X,X,X,718,117,16494
States,District of Columbia,2011,52,X,6.99931,X,X,X,X,X,X,101,2,1443
States,Florida,2011,52,X,X,X,X,X,X,X,X,X,X,X
States,New York,2011,52,X,0.455005,X,X,X,X,X,X,36,96,7912
States,Texas,2011,52,X,2.32308,X,X,X,X,X,X,713,65,30692
States,New York City,2011,52,X,2.77299,X,X,X,X,X,X,2606,90,93978
States,California,2012,1,X,3.50589,X,X,X,X,X,X,854,122,24359
States,District of Columbia,2012,1,X,5.34629,X,X,X,X,X,X,88,2,1646
States,Florida,2012,1,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,1,X,0.657054,X,X,X,X,X,X,72,103,10958
States,Texas,2012,1,X,1.97471,X,X,X,X,X,X,745,71,37727
States,New York City,2012,1,X,2.47646,X,X,X,X,X,X,2525,95,101960
States,California,2012,2,X,2.94298,X,X,X,X,X,X,958,124,32552
States,District of Columbia,2012,2,X,3.88206,X,X,X,X,X,X,79,2,2035
States,Florida,2012,2,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,2,X,0.719363,X,X,X,X,X,X,84,100,11677
States,Texas,2012,2,X,2.1558,X,X,X,X,X,X,859,72,39846
States,New York City,2012,2,X,2.00634,X,X,X,X,X,X,2032,93,101279
States,California,2012,3,X,2.73705,X,X,X,X,X,X,855,125,31238
States,District of Columbia,2012,3,X,3.56537,X,X,X,X,X,X,63,2,1767
States,Florida,2012,3,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,3,X,0.6694,X,X,X,X,X,X,80,102,11951
States,Texas,2012,3,X,2.30727,X,X,X,X,X,X,923,70,40004
States,New York City,2012,3,X,2.17501,X,X,X,X,X,X,2105,92,96781
States,California,2012,4,X,3.53247,X,X,X,X,X,X,1224,126,34650
States,District of Columbia,2012,4,X,3.98374,X,X,X,X,X,X,98,2,2460
States,Florida,2012,4,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,4,X,0.509789,X,X,X,X,X,X,69,100,13535
States,Texas,2012,4,X,2.25494,X,X,X,X,X,X,899,72,39868
States,New York City,2012,4,X,2.09783,X,X,X,X,X,X,2041,90,97291
States,California,2012,5,X,3.85357,X,X,X,X,X,X,1359,129,35266
States,District of Columbia,2012,5,X,3.61897,X,X,X,X,X,X,87,2,2404
States,Florida,2012,5,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,5,X,0.593152,X,X,X,X,X,X,88,106,14836
States,Texas,2012,5,X,2.52889,X,X,X,X,X,X,1046,70,41362
States,New York City,2012,5,X,2.07838,X,X,X,X,X,X,2030,91,97672
States,California,2012,6,X,3.29788,X,X,X,X,X,X,1265,130,38358
States,District of Columbia,2012,6,X,3.97065,X,X,X,X,X,X,92,2,2317
States,Florida,2012,6,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,6,X,0.508223,X,X,X,X,X,X,72,105,14167
States,Texas,2012,6,X,2.65401,X,X,X,X,X,X,1124,70,42351
States,New York City,2012,6,X,2.03964,X,X,X,X,X,X,2017,90,98890
States,California,2012,7,X,3.57343,X,X,X,X,X,X,1278,130,35764
States,District of Columbia,2012,7,X,4.63646,X,X,X,X,X,X,88,2,1898
States,Florida,2012,7,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,7,X,0.586107,X,X,X,X,X,X,81,103,13820
States,Texas,2012,7,X,2.95371,X,X,X,X,X,X,1241,70,42015
States,New York City,2012,7,X,2.08228,X,X,X,X,X,X,2052,90,98546
States,California,2012,8,X,4.20562,X,X,X,X,X,X,1300,125,30911
States,District of Columbia,2012,8,X,4.34116,X,X,X,X,X,X,85,2,1958
States,Florida,2012,8,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,8,X,0.988678,X,X,X,X,X,X,124,102,12542
States,Texas,2012,8,X,3.23367,X,X,X,X,X,X,1141,70,35285
States,New York City,2012,8,X,2.26111,X,X,X,X,X,X,2230,92,98624
States,California,2012,9,X,3.54025,X,X,X,X,X,X,1253,127,35393
States,District of Columbia,2012,9,X,3.37948,X,X,X,X,X,X,83,2,2456
States,Florida,2012,9,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,9,X,0.785869,X,X,X,X,X,X,109,104,13870
States,Texas,2012,9,X,3.32506,X,X,X,X,X,X,1434,69,43127
States,New York City,2012,9,X,2.05097,X,X,X,X,X,X,2057,87,100294
States,California,2012,10,X,2.69266,X,X,X,X,X,X,812,128,30156
States,District of Columbia,2012,10,X,2.81987,X,X,X,X,X,X,67,2,2376
States,Florida,2012,10,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,10,X,0.745669,X,X,X,X,X,X,102,106,13679
States,Texas,2012,10,X,2.87245,X,X,X,X,X,X,960,67,33421
States,New York City,2012,10,X,1.97496,X,X,X,X,X,X,2044,84,103496
States,California,2012,11,X,3.12447,X,X,X,X,X,X,920,128,29445
States,District of Columbia,2012,11,X,3.61045,X,X,X,X,X,X,76,2,2105
States,Florida,2012,11,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,11,X,0.996782,X,X,X,X,X,X,127,103,12741
States,Texas,2012,11,X,3.59362,X,X,X,X,X,X,1278,67,35563
States,New York City,2012,11,X,2.17971,X,X,X,X,X,X,2304,87,105702
States,California,2012,12,X,2.83205,X,X,X,X,X,X,819,124,28919
States,District of Columbia,2012,12,X,3.39294,X,X,X,X,X,X,74,2,2181
States,Florida,2012,12,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,12,X,0.686682,X,X,X,X,X,X,86,96,12524
States,Texas,2012,12,X,2.79685,X,X,X,X,X,X,1149,67,41082
States,New York City,2012,12,X,2.0823,X,X,X,X,X,X,2216,86,106421
States,California,2012,13,X,3.89886,X,X,X,X,X,X,1229,127,31522
States,District of Columbia,2012,13,X,2.29661,X,X,X,X,X,X,59,2,2569
States,Florida,2012,13,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,13,X,0.598435,X,X,X,X,X,X,78,96,13034
States,Texas,2012,13,X,2.7007,X,X,X,X,X,X,1057,64,39138
States,New York City,2012,13,X,2.01098,X,X,X,X,X,X,2059,82,102388
States,California,2012,14,X,2.99164,X,X,X,X,X,X,952,120,31822
States,District of Columbia,2012,14,X,1.90011,X,X,X,X,X,X,35,2,1842
States,Florida,2012,14,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,14,X,0.796178,X,X,X,X,X,X,95,99,11932
States,Texas,2012,14,X,2.5217,X,X,X,X,X,X,947,62,37554
States,New York City,2012,14,X,2.06684,X,X,X,X,X,X,2041,75,98750
States,California,2012,15,X,2.87193,X,X,X,X,X,X,927,118,32278
States,District of Columbia,2012,15,X,2.80857,X,X,X,X,X,X,76,2,2706
States,Florida,2012,15,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,15,X,0.812633,X,X,X,X,X,X,88,99,10829
States,Texas,2012,15,X,2.13492,X,X,X,X,X,X,851,61,39861
States,New York City,2012,15,X,1.93912,X,X,X,X,X,X,1904,77,98189
States,California,2012,16,X,2.15102,X,X,X,X,X,X,717,116,33333
States,District of Columbia,2012,16,X,2.22902,X,X,X,X,X,X,51,2,2288
States,Florida,2012,16,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,16,X,0.689763,X,X,X,X,X,X,88,96,12758
States,Texas,2012,16,X,2.16547,X,X,X,X,X,X,842,60,38883
States,New York City,2012,16,X,1.74484,X,X,X,X,X,X,1875,75,107460
States,California,2012,17,X,2.15365,X,X,X,X,X,X,693,113,32178
States,District of Columbia,2012,17,X,3.0024,X,X,X,X,X,X,75,2,2498
States,Florida,2012,17,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,17,X,0.665368,X,X,X,X,X,X,82,95,12324
States,Texas,2012,17,X,2.05988,X,X,X,X,X,X,765,59,37138
States,New York City,2012,17,X,1.56293,X,X,X,X,X,X,1532,80,98021
States,California,2012,18,X,2.36106,X,X,X,X,X,X,732,107,31003
States,District of Columbia,2012,18,X,2.75182,X,X,X,X,X,X,53,1,1926
States,Florida,2012,18,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,18,X,0.46507,X,X,X,X,X,X,47,76,10106
States,Texas,2012,18,X,2.09649,X,X,X,X,X,X,737,57,35154
States,New York City,2012,18,X,1.68538,X,X,X,X,X,X,1644,77,97545
States,California,2012,19,X,2.17778,X,X,X,X,X,X,673,99,30903
States,District of Columbia,2012,19,X,2.64901,X,X,X,X,X,X,48,1,1812
States,Florida,2012,19,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,19,X,0.557581,X,X,X,X,X,X,52,70,9326
States,Texas,2012,19,X,2.0889,X,X,X,X,X,X,751,57,35952
States,New York City,2012,19,X,1.77798,X,X,X,X,X,X,1794,80,100901
States,California,2012,20,X,2.04531,X,X,X,X,X,X,613,94,29971
States,District of Columbia,2012,20,X,2.61932,X,X,X,X,X,X,45,1,1718
States,Florida,2012,20,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,20,X,0.560839,X,X,X,X,X,X,46,72,8202
States,Texas,2012,20,X,2.26203,X,X,X,X,X,X,750,55,33156
States,New York City,2012,20,X,1.64471,X,X,X,X,X,X,1672,79,101659
States,California,2012,21,X,2.22589,X,X,X,X,X,X,593,91,26641
States,District of Columbia,2012,21,X,3.20513,X,X,X,X,X,X,60,1,1872
States,Florida,2012,21,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,21,X,0.416259,X,X,X,X,X,X,34,73,8168
States,Texas,2012,21,X,2.19944,X,X,X,X,X,X,781,53,35509
States,New York City,2012,21,X,1.59546,X,X,X,X,X,X,1576,78,98780
States,California,2012,22,X,2.21439,X,X,X,X,X,X,465,89,20999
States,District of Columbia,2012,22,X,2.42588,X,X,X,X,X,X,36,1,1484
States,Florida,2012,22,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,22,X,0.394802,X,X,X,X,X,X,24,68,6079
States,Texas,2012,22,X,2.95784,X,X,X,X,X,X,611,49,20657
States,New York City,2012,22,X,1.49906,X,X,X,X,X,X,1471,79,98128
States,California,2012,23,X,2.01533,X,X,X,X,X,X,497,88,24661
States,District of Columbia,2012,23,X,3.42707,X,X,X,X,X,X,78,1,2276
States,Florida,2012,23,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,23,X,0.291215,X,X,X,X,X,X,18,66,6181
States,Texas,2012,23,X,1.60563,X,X,X,X,X,X,552,49,34379
States,New York City,2012,23,X,1.48473,X,X,X,X,X,X,1471,80,99075
States,California,2012,24,X,1.81274,X,X,X,X,X,X,466,88,25707
States,District of Columbia,2012,24,X,3.27124,X,X,X,X,X,X,72,1,2201
States,Florida,2012,24,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,24,X,0.163845,X,X,X,X,X,X,9,61,5493
States,Texas,2012,24,X,1.5692,X,X,X,X,X,X,520,50,33138
States,New York City,2012,24,X,1.45167,X,X,X,X,X,X,1432,77,98645
States,California,2012,25,X,2.03814,X,X,X,X,X,X,482,85,23649
States,District of Columbia,2012,25,X,2.3798,X,X,X,X,X,X,49,1,2059
States,Florida,2012,25,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,25,X,0.224875,X,X,X,X,X,X,13,62,5781
States,Texas,2012,25,X,1.68002,X,X,X,X,X,X,539,48,32083
States,New York City,2012,25,X,1.54553,X,X,X,X,X,X,1507,75,97507
States,California,2012,26,X,1.875,X,X,X,X,X,X,411,80,21920
States,District of Columbia,2012,26,X,3.64931,X,X,X,X,X,X,82,1,2247
States,Florida,2012,26,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,26,X,0.155581,X,X,X,X,X,X,8,61,5142
States,Texas,2012,26,X,2.77603,X,X,X,X,X,X,572,48,20605
States,New York City,2012,26,X,1.52182,X,X,X,X,X,X,1507,73,99026
States,California,2012,27,X,1.93357,X,X,X,X,X,X,365,81,18877
States,District of Columbia,2012,27,X,3.06588,X,X,X,X,X,X,47,1,1533
States,Florida,2012,27,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,27,X,0.29796,X,X,X,X,X,X,13,61,4363
States,Texas,2012,27,X,1.85638,X,X,X,X,X,X,516,48,27796
States,New York City,2012,27,X,1.37382,X,X,X,X,X,X,1308,73,95209
States,California,2012,28,X,1.82661,X,X,X,X,X,X,390,74,21351
States,District of Columbia,2012,28,X,2.62541,X,X,X,X,X,X,56,1,2133
States,Florida,2012,28,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,28,X,0.13872,X,X,X,X,X,X,8,62,5767
States,Texas,2012,28,X,1.52724,X,X,X,X,X,X,467,43,30578
States,New York City,2012,28,X,1.38497,X,X,X,X,X,X,1375,78,99280
States,California,2012,29,X,1.69307,X,X,X,X,X,X,357,76,21086
States,District of Columbia,2012,29,X,2.8072,X,X,X,X,X,X,53,1,1888
States,Florida,2012,29,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,29,X,0.124978,X,X,X,X,X,X,7,63,5601
States,Texas,2012,29,X,1.50484,X,X,X,X,X,X,471,44,31299
States,New York City,2012,29,X,1.27012,X,X,X,X,X,X,1198,76,94322
States,California,2012,30,X,1.68499,X,X,X,X,X,X,354,76,21009
States,District of Columbia,2012,30,X,2.99252,X,X,X,X,X,X,60,1,2005
States,Florida,2012,30,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,30,X,0.0886682,X,X,X,X,X,X,5,62,5639
States,Texas,2012,30,X,1.42374,X,X,X,X,X,X,438,45,30764
States,New York City,2012,30,X,1.17396,X,X,X,X,X,X,1123,76,95659
States,California,2012,31,X,1.75422,X,X,X,X,X,X,362,77,20636
States,District of Columbia,2012,31,X,3.13253,X,X,X,X,X,X,65,1,2075
States,Florida,2012,31,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,31,X,0.170487,X,X,X,X,X,X,9,59,5279
States,Texas,2012,31,X,1.45901,X,X,X,X,X,X,491,45,33653
States,New York City,2012,31,X,1.10202,X,X,X,X,X,X,1011,65,91741
States,California,2012,32,X,1.61435,X,X,X,X,X,X,343,74,21247
States,District of Columbia,2012,32,X,3.10749,X,X,X,X,X,X,61,1,1963
States,Florida,2012,32,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,32,X,0.092302,X,X,X,X,X,X,5,59,5417
States,Texas,2012,32,X,1.44944,X,X,X,X,X,X,500,45,34496
States,New York City,2012,32,X,1.01143,X,X,X,X,X,X,978,75,96695
States,California,2012,33,X,1.07686,X,X,X,X,X,X,160,70,14858
States,District of Columbia,2012,33,X,2.42424,X,X,X,X,X,X,44,1,1815
States,Florida,2012,33,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,33,X,0.125045,X,X,X,X,X,X,7,61,5598
States,Texas,2012,33,X,1.42747,X,X,X,X,X,X,519,45,36358
States,New York City,2012,33,X,1.06097,X,X,X,X,X,X,979,65,92274
States,California,2012,34,X,1.88368,X,X,X,X,X,X,411,73,21819
States,District of Columbia,2012,34,X,3.32397,X,X,X,X,X,X,71,1,2136
States,Florida,2012,34,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,34,X,0.0612089,X,X,X,X,X,X,4,61,6535
States,Texas,2012,34,X,1.4741,X,X,X,X,X,X,561,44,38057
States,New York City,2012,34,X,1.24091,X,X,X,X,X,X,1172,65,94447
States,California,2012,35,X,2.0159,X,X,X,X,X,X,525,74,26043
States,District of Columbia,2012,35,X,2.81474,X,X,X,X,X,X,55,1,1954
States,Florida,2012,35,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,35,X,0.083692,X,X,X,X,X,X,7,61,8364
States,Texas,2012,35,X,1.42978,X,X,X,X,X,X,542,45,37908
States,New York City,2012,35,X,1.0461,X,X,X,X,X,X,959,60,91674
States,California,2012,36,X,2.3227,X,X,X,X,X,X,543,76,23378
States,District of Columbia,2012,36,X,3.358,X,X,X,X,X,X,59,1,1757
States,Florida,2012,36,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,36,X,0.117768,X,X,X,X,X,X,8,62,6793
States,Texas,2012,36,X,1.75285,X,X,X,X,X,X,579,45,33032
States,New York City,2012,36,X,1.09383,X,X,X,X,X,X,1010,63,92336
States,California,2012,37,X,2.2445,X,X,X,X,X,X,627,75,27935
States,District of Columbia,2012,37,X,2.93057,X,X,X,X,X,X,65,1,2218
States,Florida,2012,37,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,37,X,0.173953,X,X,X,X,X,X,15,61,8623
States,Texas,2012,37,X,2.14994,X,X,X,X,X,X,780,44,36280
States,New York City,2012,37,X,1.26664,X,X,X,X,X,X,1201,69,94818
States,California,2012,38,X,2.43955,X,X,X,X,X,X,678,73,27792
States,District of Columbia,2012,38,X,3.38897,X,X,X,X,X,X,67,1,1977
States,Florida,2012,38,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,38,X,0.108998,X,X,X,X,X,X,9,62,8257
States,Texas,2012,38,X,2.12454,X,X,X,X,X,X,782,45,36808
States,New York City,2012,38,X,1.46317,X,X,X,X,X,X,1374,63,93906
States,California,2012,39,X,2.40973,X,X,X,X,X,X,656,69,27223
States,District of Columbia,2012,39,X,2.98913,X,X,X,X,X,X,66,1,2208
States,Florida,2012,39,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,39,X,0.283052,X,X,X,X,X,X,24,60,8479
States,Texas,2012,39,X,2.08406,X,X,X,X,X,X,778,44,37331
States,New York City,2012,39,X,1.41944,X,X,X,X,X,X,1354,67,95390
States,California,2012,40,X,2.10133,X,X,X,X,X,X,720,123,34264
States,District of Columbia,2012,40,X,2.84238,X,X,X,X,X,X,55,2,1935
States,Florida,2012,40,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,40,X,0.293219,X,X,X,X,X,X,48,211,16370
States,Texas,2012,40,X,1.98396,X,X,X,X,X,X,794,62,40021
States,New York City,2012,40,X,1.45904,X,X,X,X,X,X,1453,84,99586
States,California,2012,41,X,2.26502,X,X,X,X,X,X,781,123,34481
States,District of Columbia,2012,41,X,3.72421,X,X,X,X,X,X,74,2,1987
States,Florida,2012,41,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,41,X,0.572891,X,X,X,X,X,X,94,213,16408
States,Texas,2012,41,X,2.35146,X,X,X,X,X,X,951,61,40443
States,New York City,2012,41,X,1.58339,X,X,X,X,X,X,1555,84,98207
States,California,2012,42,X,2.35697,X,X,X,X,X,X,840,126,35639
States,District of Columbia,2012,42,X,3.27949,X,X,X,X,X,X,67,2,2043
States,Florida,2012,42,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,42,X,1.00283,X,X,X,X,X,X,156,211,15556
States,Texas,2012,42,X,1.94499,X,X,X,X,X,X,768,63,39486
States,New York City,2012,42,X,1.62795,X,X,X,X,X,X,1691,89,103873
States,California,2012,43,X,2.37177,X,X,X,X,X,X,812,122,34236
States,District of Columbia,2012,43,X,4.59653,X,X,X,X,X,X,90,2,1958
States,Florida,2012,43,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,43,X,0.778846,X,X,X,X,X,X,124,206,15921
States,Texas,2012,43,X,2.55229,X,X,X,X,X,X,981,62,38436
States,New York City,2012,43,X,1.70925,X,X,X,X,X,X,1750,85,102384
States,California,2012,44,X,2.45736,X,X,X,X,X,X,853,119,34712
States,District of Columbia,2012,44,X,3.64146,X,X,X,X,X,X,52,2,1428
States,Florida,2012,44,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,44,X,0.633484,X,X,X,X,X,X,84,205,13260
States,Texas,2012,44,X,2.7858,X,X,X,X,X,X,1080,63,38768
States,New York City,2012,44,X,1.82661,X,X,X,X,X,X,1450,72,79382
States,California,2012,45,X,2.56157,X,X,X,X,X,X,909,120,35486
States,District of Columbia,2012,45,X,4.85437,X,X,X,X,X,X,95,2,1957
States,Florida,2012,45,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,45,X,0.832931,X,X,X,X,X,X,138,209,16568
States,Texas,2012,45,X,3.20738,X,X,X,X,X,X,1314,65,40968
States,New York City,2012,45,X,1.59117,X,X,X,X,X,X,1438,83,90374
States,California,2012,46,X,2.51209,X,X,X,X,X,X,857,123,34115
States,District of Columbia,2012,46,X,4.64865,X,X,X,X,X,X,86,2,1850
States,Florida,2012,46,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,46,X,0.991707,X,X,X,X,X,X,171,211,17243
States,Texas,2012,46,X,3.22458,X,X,X,X,X,X,1269,61,39354
States,New York City,2012,46,X,1.69433,X,X,X,X,X,X,1627,85,96026
States,California,2012,47,X,2.73042,X,X,X,X,X,X,639,123,23403
States,District of Columbia,2012,47,X,6.81606,X,X,X,X,X,X,73,2,1071
States,Florida,2012,47,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,47,X,1.70477,X,X,X,X,X,X,176,209,10324
States,Texas,2012,47,X,5.1617,X,X,X,X,X,X,1644,63,31850
States,New York City,2012,47,X,2.1401,X,X,X,X,X,X,1900,81,88781
States,California,2012,48,X,2.56313,X,X,X,X,X,X,946,129,36908
States,District of Columbia,2012,48,X,6.44302,X,X,X,X,X,X,121,2,1878
States,Florida,2012,48,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,48,X,1.67709,X,X,X,X,X,X,260,210,15503
States,Texas,2012,48,X,3.96355,X,X,X,X,X,X,1692,63,42689
States,New York City,2012,48,X,2.33752,X,X,X,X,X,X,2367,84,101261
States,California,2012,49,X,2.45937,X,X,X,X,X,X,905,128,36798
States,District of Columbia,2012,49,X,6.32514,X,X,X,X,X,X,121,2,1913
States,Florida,2012,49,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,49,X,2.11123,X,X,X,X,X,X,380,211,17999
States,Texas,2012,49,X,5.21819,X,X,X,X,X,X,2229,64,42716
States,New York City,2012,49,X,2.85764,X,X,X,X,X,X,2939,79,102847
States,California,2012,50,X,2.70899,X,X,X,X,X,X,920,126,33961
States,District of Columbia,2012,50,X,8.11623,X,X,X,X,X,X,162,2,1996
States,Florida,2012,50,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,50,X,3.03139,X,X,X,X,X,X,506,212,16692
States,Texas,2012,50,X,6.03698,X,X,X,X,X,X,2524,64,41809
States,New York City,2012,50,X,3.29368,X,X,X,X,X,X,3411,77,103562
States,California,2012,51,X,3.37338,X,X,X,X,X,X,1025,117,30385
States,District of Columbia,2012,51,X,8.49941,X,X,X,X,X,X,145,2,1706
States,Florida,2012,51,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,51,X,3.62908,X,X,X,X,X,X,562,209,15486
States,Texas,2012,51,X,7.99241,X,X,X,X,X,X,3327,60,41627
States,New York City,2012,51,X,4.09728,X,X,X,X,X,X,4318,83,105387
States,California,2012,52,X,5.49621,X,X,X,X,X,X,957,110,17412
States,District of Columbia,2012,52,X,8.92086,X,X,X,X,X,X,62,1,695
States,Florida,2012,52,X,X,X,X,X,X,X,X,X,X,X
States,New York,2012,52,X,5.95238,X,X,X,X,X,X,475,207,7980
States,Texas,2012,52,X,9.69432,X,X,X,X,X,X,2924,61,30162
States,New York City,2012,52,X,5.05315,X,X,X,X,X,X,4701,79,93031
States,California,2013,1,X,3.62306,X,X,X,X,X,X,812,123,22412
States,District of Columbia,2013,1,X,6.20821,X,X,X,X,X,X,65,3,1047
States,Florida,2013,1,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,1,X,3.99638,X,X,X,X,X,X,397,207,9934
States,Texas,2013,1,X,8.24784,X,X,X,X,X,X,3023,65,36652
States,New York City,2013,1,X,4.79065,X,X,X,X,X,X,4785,75,99882
States,California,2013,2,X,3.7083,X,X,X,X,X,X,1255,125,33843
States,District of Columbia,2013,2,X,6.84584,X,X,X,X,X,X,135,3,1972
States,Florida,2013,2,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,2,X,4.13807,X,X,X,X,X,X,627,209,15152
States,Texas,2013,2,X,7.61521,X,X,X,X,X,X,3518,65,46197
States,New York City,2013,2,X,5.52524,X,X,X,X,X,X,5963,73,107923
States,California,2013,3,X,4.98923,X,X,X,X,X,X,1783,126,35737
States,District of Columbia,2013,3,X,7.19162,X,X,X,X,X,X,158,3,2197
States,Florida,2013,3,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,3,X,4.53812,X,X,X,X,X,X,647,210,14257
States,Texas,2013,3,X,7.688,X,X,X,X,X,X,3430,66,44615
States,New York City,2013,3,X,6.13491,X,X,X,X,X,X,6543,77,106652
States,California,2013,4,X,5.83965,X,X,X,X,X,X,2043,124,34985
States,District of Columbia,2013,4,X,6.97269,X,X,X,X,X,X,120,3,1721
States,Florida,2013,4,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,4,X,4.06893,X,X,X,X,X,X,621,206,15262
States,Texas,2013,4,X,7.58763,X,X,X,X,X,X,3284,64,43281
States,New York City,2013,4,X,5.14435,X,X,X,X,X,X,4918,76,95600
States,California,2013,5,X,6.10146,X,X,X,X,X,X,2349,126,38499
States,District of Columbia,2013,5,X,5.30071,X,X,X,X,X,X,104,3,1962
States,Florida,2013,5,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,5,X,2.9484,X,X,X,X,X,X,468,207,15873
States,Texas,2013,5,X,5.83695,X,X,X,X,X,X,2367,64,40552
States,New York City,2013,5,X,4.19967,X,X,X,X,X,X,4120,74,98103
States,California,2013,6,X,5.4357,X,X,X,X,X,X,1993,115,36665
States,District of Columbia,2013,6,X,5.28531,X,X,X,X,X,X,113,3,2138
States,Florida,2013,6,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,6,X,2.7859,X,X,X,X,X,X,419,202,15040
States,Texas,2013,6,X,4.63083,X,X,X,X,X,X,1822,65,39345
States,New York City,2013,6,X,3.75588,X,X,X,X,X,X,3442,66,91643
States,California,2013,7,X,4.86921,X,X,X,X,X,X,1746,120,35858
States,District of Columbia,2013,7,X,4.76893,X,X,X,X,X,X,97,3,2034
States,Florida,2013,7,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,7,X,3.39217,X,X,X,X,X,X,540,203,15919
States,Texas,2013,7,X,3.98526,X,X,X,X,X,X,1514,64,37990
States,New York City,2013,7,X,3.05157,X,X,X,X,X,X,2883,61,94476
States,California,2013,8,X,4.14831,X,X,X,X,X,X,1365,123,32905
States,District of Columbia,2013,8,X,4.53053,X,X,X,X,X,X,69,3,1523
States,Florida,2013,8,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,8,X,3.48492,X,X,X,X,X,X,551,214,15811
States,Texas,2013,8,X,3.23762,X,X,X,X,X,X,1247,61,38516
